trial,time_s,valid,left_points,right_points,corridor_width_m,safety_margin_m,confidence,row_yaw_rad,center_offset_m,left_slope,left_intercept_m,right_slope,right_intercept_m,line_lost_count,path_points,row_yaw_deg
trial_02,104.32570786800001,1.0,521.0,400.0,0.8589879870414734,0.19191554188728333,0.923477292060852,0.0013833753764629364,-0.005366802215576172,0.0,0.4230649471282959,0.0,-0.43379855155944824,0.0,19.0,0.07926157055364766
trial_02,104.61435947000001,1.0,426.0,492.0,0.8901864886283875,0.25496822595596313,0.9238383769989014,-0.0034828591160476208,-0.005907461047172546,0.0,0.4232483506202698,0.0,-0.43506327271461487,0.0,20.0,-0.19955312798819327
trial_02,104.89180907000001,1.0,522.0,344.0,0.881514847278595,0.2517399489879608,0.9390285015106201,0.0023729298263788223,-0.005849391222000122,0.0,0.4214199483394623,0.0,-0.4331187307834625,0.0,21.0,0.13595886413221772
trial_02,105.15220502300001,1.0,410.0,424.0,0.8751104474067688,0.2438196837902069,0.9376204609870911,0.004797388333827257,-0.004231393337249756,0.0,0.422027051448822,0.0,-0.43048983812332153,0.0,21.0,0.2748701042135999
trial_02,105.421735741,1.0,503.0,321.0,0.8750031590461731,0.24701407551765442,0.9415203928947449,0.0006916223792359233,-0.00253845751285553,0.0,0.4221055209636688,0.0,-0.4271824359893799,0.0,21.0,0.03962704334701487
trial_02,105.699206019,1.0,397.0,430.0,0.8581404089927673,0.18987363576889038,0.9332310557365417,0.0025183623656630516,-0.0037070810794830322,0.0,0.4200145900249481,0.0,-0.4274287521839142,0.0,18.0,0.1442915348370746
trial_02,105.96862555700001,1.0,511.0,345.0,0.8638914227485657,0.24605345726013184,0.9311880469322205,-0.0010832529515028,-0.002267614006996155,0.0,0.4220748841762543,0.0,-0.4266101121902466,0.0,20.0,-0.06206582226620009
trial_02,106.246793451,1.0,408.0,416.0,0.8674544095993042,0.2406516969203949,0.9331391453742981,-0.0036609733942896128,-0.002451762557029724,0.0,0.42416515946388245,0.0,-0.4290686845779419,0.0,21.0,-0.20975832440247824
trial_02,106.517097464,1.0,509.0,313.0,0.8623583912849426,0.22889414429664612,0.9087862968444824,-0.0008384258253499866,-0.0025131404399871826,0.0,0.4259737730026245,0.0,-0.4310000538825989,0.0,21.0,-0.0480382612273269
trial_02,106.779362805,1.0,401.0,452.0,0.8658121824264526,0.24524381756782532,0.9149587750434875,0.0013304849853739142,-0.004261091351509094,0.0,0.4259530305862427,0.0,-0.43447521328926086,0.0,21.0,0.07623117436745035
trial_02,107.04079929400001,1.0,505.0,367.0,0.8923669457435608,0.24530890583992004,0.9265146851539612,-0.0021312455646693707,-0.005562424659729004,0.0,0.4263545274734497,0.0,-0.4374793767929077,0.0,20.0,-0.12211137596153089
trial_02,107.30240688500001,1.0,436.0,452.0,0.87566077709198,0.21894383430480957,0.9407086968421936,0.0003451816737651825,-0.0052986592054367065,0.0,0.42766281962394714,0.0,-0.43826013803482056,0.0,20.0,0.01977745307200661
trial_02,107.58081801300001,1.0,528.0,380.0,0.8936571478843689,0.24509048461914062,0.9361165165901184,0.002135798567906022,-0.00674380362033844,0.0,0.42720380425453186,0.0,-0.44069141149520874,0.0,20.0,0.12237224383110043
trial_02,107.84346371100001,1.0,391.0,491.0,0.8765281438827515,0.2285619080066681,0.9358268976211548,0.0035738497972488403,-0.007465526461601257,0.0,0.4265080392360687,0.0,-0.44143909215927124,0.0,21.0,0.2047665099960435
trial_02,108.10534496000001,1.0,513.0,390.0,0.8773520588874817,0.2441275715827942,0.9415820240974426,-0.005508780479431152,-0.006129994988441467,0.0,0.4273895025253296,0.0,-0.4396494925022125,0.0,21.0,-0.31562987173545926
trial_02,108.379267952,1.0,417.0,523.0,0.8815394043922424,0.21636125445365906,0.939683198928833,-0.007172331679612398,-0.005020856857299805,0.0,0.4280514121055603,0.0,-0.4380931258201599,0.0,21.0,-0.41094433450976736
trial_02,108.65747993400001,1.0,565.0,459.0,0.8914255499839783,0.24864450097084045,0.9419821500778198,-0.0004866552189923823,-0.004956930875778198,0.0,0.42771148681640625,0.0,-0.43762534856796265,0.0,20.0,-0.02788329012627833
trial_02,108.92931698100001,1.0,471.0,540.0,0.8923934698104858,0.24915382266044617,0.9343695044517517,-0.0026200891006737947,-0.0042144060134887695,0.0,0.42816847562789917,0.0,-0.4365972876548767,0.0,20.0,-0.1501200474168359
trial_02,109.19148743500001,1.0,550.0,465.0,0.8800150752067566,0.22751900553703308,0.9416766166687012,-0.004191851243376732,-0.0035496652126312256,0.0,0.4281970262527466,0.0,-0.43529635667800903,0.0,21.0,-0.2401753845921532
trial_02,109.44800108800001,1.0,413.0,489.0,0.8870669603347778,0.23879316449165344,0.9258216023445129,-0.0003711216268129647,-0.003915160894393921,0.0,0.42757701873779297,0.0,-0.4354073405265808,0.0,21.0,-0.021263702902412043
trial_02,109.71838021,1.0,486.0,288.0,0.8644884824752808,0.24297723174095154,0.9339174628257751,0.0025555784814059734,-0.003912508487701416,0.0,0.4251766502857208,0.0,-0.43300166726112366,0.0,21.0,0.1464238611990144
trial_02,109.98742001800001,1.0,395.0,389.0,0.879319965839386,0.26096418499946594,0.9257345795631409,-0.0001836695009842515,-0.003048837184906006,0.0,0.42543068528175354,0.0,-0.43152835965156555,0.0,21.0,-0.01052348723167153
trial_02,110.26452028400001,1.0,500.0,310.0,0.866910457611084,0.20279809832572937,0.92633056640625,0.0027310445439070463,-0.0031258463859558105,0.0,0.4239160418510437,0.0,-0.4301677346229553,0.0,21.0,0.1564773260281046
